token_id	speaker	tu_id	span	form	type	jefferson_feats	align	prolongations	pace	guesses	overlaps	event
273-0	TO065	273	non	non	linguistic	_	Begin=586.455	_	_	_	_	_
273-1	TO065	273	si	si	linguistic	_	_	_	_	_	_	_
273-2	TO065	273	vada	vada	linguistic	_	_	_	_	_	_	_
273-3	TO065	273	perché,	perché	linguistic	Intonation=weakly_rising	_	_	_	_	_	_
273-4	TO065	273	come	come	linguistic	_	_	_	_	_	_	_
273-5	TO065	273	dire	dire	linguistic	_	_	_	_	_	_	_
273-6	TO065	273	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
273-7	TO065	273	quello	quello	linguistic	_	_	_	_	_	_	_
273-8	TO065	273	è	è	linguistic	_	_	_	_	_	_	_
273-9	TO065	273	un	un	linguistic	_	_	_	_	_	_	_
273-10	TO065	273	ambito	ambito	linguistic	_	_	_	_	_	_	_
273-11	TO065	273	di	di	linguistic	_	_	_	_	_	_	_
273-12	TO065	273	studi	studi	linguistic	_	_	_	_	_	_	_
273-13	TO065	273	che	che	linguistic	_	_	_	_	_	_	_
273-14	TO065	273	tradizionalmente	tradizionalmente	linguistic	_	_	_	_	_	_	_
273-15	TO065	273	è	è	linguistic	_	_	_	_	_	_	_
273-16	TO065	273	attribuito	attribuito	linguistic	_	_	_	_	_	_	_
273-17	TO065	273	alla	alla	linguistic	_	_	_	_	_	_	_
273-18	TO065	273	filologia	filologia	linguistic	_	_	_	_	_	_	_
273-19	TO065	273	romanza.	romanza	linguistic	Intonation=Falling	End=593.507	_	_	_	_	_
274-0	TO061	274	ho	ho	linguistic	_	Begin=593.507	_	_	_	_	BC[26]
274-1	TO061	274	capito.	capito	linguistic	Intonation=Falling	End=594.304	_	_	_	_	BC[26]
275-0	TO061	275	quindi	quindi	linguistic	_	Begin=594.505	_	_	_	_	_
275-1	TO061	275	non	non	linguistic	_	_	_	_	_	_	_
275-2	TO061	275	viene	viene	linguistic	_	_	_	_	_	_	_
275-3	TO061	275	trattato.	trattato	linguistic	Intonation=Falling	End=595.616	_	_	_	_	_
276-0	TO065	276	no.	no	linguistic	Intonation=Falling	Begin=595.813|End=596.005	_	_	_	_	_
277-0	TO065	277	secondo	secondo	linguistic	_	Begin=596.302	_	_	_	_	_
277-1	TO065	277	me,	me	linguistic	Intonation=weakly_rising	_	_	_	_	_	_
277-2	TO065	277	no.	no	linguistic	Intonation=Falling	End=596.906	_	_	_	_	_
278-0	TO061	278	mh.	mh	linguistic	Intonation=Falling	Begin=596.909|End=597.305	_	_	_	_	BC
279-0	TO065	279	tra	tra	linguistic	_	Begin=598.203	_	_	_	_	_
279-1	TO065	279	l'	l'	linguistic	SpaceAfter=No	_	_	_	_	_	_
279-2	TO065	279	altro	altro	linguistic	_	_	_	_	_	_	_
279-3	TO065	279	mentre	mentre	linguistic	_	_	_	_	_	_	_
279-4	TO065	279	parlavo	parlavo	linguistic	_	_	_	_	_	_	_
279-5	TO065	279	mi	mi	linguistic	_	_	_	_	_	_	_
279-6	TO065	279	è	è	linguistic	_	_	_	_	_	_	_
279-7	TO065	279	venuto	venuto	linguistic	_	_	_	_	_	_	_
279-8	TO065	279	in	in	linguistic	_	_	_	_	_	_	_
279-9	TO065	279	mente	mente	linguistic	_	_	_	_	_	_	_
279-10	TO065	279	che	che	linguistic	_	_	_	_	_	_	_
279-11	TO065	279	però:,	però	linguistic	Intonation=weakly_rising	End=601.574	3x1	_	_	_	_
280-0	TO065	280	di	di	linguistic	_	Begin=602.796	_	_	_	_	_
280-1	TO065	280	girolamo	girolamo	linguistic	_	_	_	_	_	_	_
280-2	TO065	280	e	e	linguistic	_	_	_	_	_	_	_
280-3	TO065	280	lee	lee	linguistic	_	_	_	_	_	_	_
280-4	TO065	280	se	se	linguistic	_	_	_	_	_	_	_
280-5	TO065	280	non	non	linguistic	_	_	_	_	_	_	_
280-6	TO065	280	ricordo	ricordo	linguistic	_	_	_	_	_	_	_
280-7	TO065	280	male,	male	linguistic	Intonation=weakly_rising	End=605.412	_	_	_	_	_
281-0	TO065	281	e::hm	ehm	linguistic	_	Begin=607.005|End=608.209	0x2	_	_	_	FP
282-0	TO065	282	anche	anche	linguistic	_	Begin=610.011	_	_	_	_	_
282-1	TO065	282	loro	loro	linguistic	_	_	_	_	_	_	_
282-2	TO065	282	presentano	presentano	linguistic	_	_	_	_	_	_	_
282-3	TO065	282	un	un	linguistic	_	_	_	_	_	_	_
282-4	TO065	282	piccolo	piccolo	linguistic	_	_	_	_	_	_	_
282-5	TO065	282	repertorio	repertorio	linguistic	_	_	_	_	_	_	_
282-6	TO065	282	di	di	linguistic	_	_	_	_	_	_	_
282-7	TO065	282	possibili	possibili	linguistic	_	End=615.104	_	_	_	_	_
283-0	TO065	283	relazioni,	relazioni	linguistic	Intonation=weakly_rising	Begin=615.935	_	_	_	_	_
283-1	TO065	283	sempre	sempre	linguistic	_	_	_	_	_	_	_
283-2	TO065	283	dentro	dentro	linguistic	_	_	_	_	_	_	_
283-3	TO065	283	le	le	linguistic	_	_	_	_	_	_	_
283-4	TO065	283	categorie	categorie	linguistic	_	_	_	_	_	_	_
283-5	TO065	283	che	che	linguistic	_	_	_	_	_	_	_
283-6	TO065	283	loro	loro	linguistic	_	_	_	_	_	_	_
283-7	TO065	283	hanno	hanno	linguistic	_	_	_	_	_	_	_
283-8	TO065	283	[istitutito],	istitutito	linguistic	Intonation=weakly_rising	End=619.505	_	_	_	0-10(121)	_
284-0	TO061	284	[esatto.	esatto	linguistic	Intonation=Falling	Begin=618.772	_	_	_	0-6(121)	BC
284-1	TO061	284	infa]tti	infatti	linguistic	_	_	_	_	_	0-4(121)	_
284-2	TO061	284	io	io	linguistic	_	_	_	_	_	_	_
284-3	TO061	284	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
284-4	TO061	284	avrei	avrei	linguistic	_	_	_	_	_	_	_
284-5	TO061	284	proprio	proprio	linguistic	_	_	_	_	_	_	_
284-6	TO061	284	voluto	voluto	linguistic	_	_	_	_	_	_	_
284-7	TO061	284	poi	poi	linguistic	_	_	_	_	_	_	_
284-8	TO061	284	appellarmi	appellarmi	linguistic	_	_	_	_	_	_	_
284-9	TO061	284	a	a	linguistic	_	_	_	_	_	_	_
284-10	TO061	284	[quel:]	quel	linguistic	_	End=622.808	3x1	_	_	0-4(122)	_
285-0	TO065	285	[eh.	eh	linguistic	Intonation=Falling	Begin=622.081	_	_	_	0-2(122)	BC
285-1	TO065	285	e	e	linguistic	_	_	_	_	_	0-1(122)	_
285-2	TO065	285	da	da	linguistic	_	_	_	_	_	0-2(122)	_
285-3	TO065	285	lì	lì	linguistic	_	_	_	_	_	0-2(122)	_
285-4	TO065	285	bi]sogna	bisogna	linguistic	_	_	_	_	_	0-2(122)	_
285-5	TO065	285	partir[e	partire	linguistic	_	_	_	_	_	6-7(123)	_
285-6	TO065	285	secondo	secondo	linguistic	_	_	_	_	_	0-7(123)	_
285-7	TO065	285	me].	me	linguistic	Intonation=Falling	_	_	_	_	0-2(123)	_
285-8	TO065	285	no?	no	linguistic	Intonation=Rising	End=624.86	_	_	_	_	_
286-0	TO061	286	[esatto.	esatto	linguistic	Intonation=Falling	Begin=623.695	_	_	_	0-6(123)	BC[27]
286-1	TO061	286	sì].	sì	linguistic	Intonation=Falling	End=624.601	_	_	_	0-2(123)	BC[27]
287-0	TO061	287	[sì	sì	linguistic	_	Begin=624.86	_	_	_	0-2(124)	BC[28]
287-1	TO061	287	sì].	sì	linguistic	Intonation=Falling	End=625.36	_	_	_	0-2(124)	BC[28]
288-0	TO065	288	[cioè.	cioè	linguistic	Intonation=Falling	Begin=624.861	_	_	_	0-4(124)	_
288-1	TO065	288	al]lora,	allora	linguistic	Intonation=weakly_rising	End=625.587	_	_	_	0-2(124)	_
289-0	TO065	289	lo~	lo~	linguistic	Interrupted=Yes	Begin=626.203	_	_	_	_	SR[54]
289-1	TO065	289	e:hm	ehm	linguistic	ProsodicLink=Yes	_	0x1	_	_	_	FP|SR[54]
289-2	TO065	289	dallo	dallo	linguistic	_	_	_	_	_	_	SR[54]
289-3	TO065	289	studio	studio	linguistic	_	_	_	_	_	_	_
289-4	TO065	289	di	di	linguistic	_	_	_	_	_	_	_
289-5	TO065	289	di	di	linguistic	_	_	_	_	_	_	_
289-6	TO065	289	girolamo	girolamo	linguistic	_	_	_	_	_	_	_
289-7	TO065	289	e	e	linguistic	_	_	_	_	_	_	_
289-8	TO065	289	lee,	lee	linguistic	Intonation=weakly_rising	_	_	_	_	_	_
289-9	TO065	289	emergono	emergono	linguistic	_	_	_	_	_	_	_
289-10	TO065	289	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
289-11	TO065	289	queste	queste	linguistic	_	_	_	_	_	_	_
289-12	TO065	289	possibili:	possibili	linguistic	_	End=631.552	8x1	_	_	_	_
290-0	TO065	290	come	come	linguistic	_	Begin=633.43	_	_	_	_	_
290-1	TO065	290	possiamo	possiamo	linguistic	_	_	_	_	_	_	_
290-2	TO065	290	dire.	dire	linguistic	Intonation=Falling	End=634.412	_	_	_	_	_
291-0	TO061	291	m[h].	mh	linguistic	Intonation=Falling	Begin=634.665|End=634.944	_	_	_	1-2(125)	FP
292-0	TO065	292	[s]chematizzazioni	schematizzazioni	linguistic	_	Begin=634.802	_	_	_	0-1(125)	_
292-1	TO065	292	di	di	linguistic	_	_	_	_	_	_	_
292-2	TO065	292	rapporto.	rapporto	linguistic	Intonation=Falling	End=637.11	_	_	_	_	_
293-0	TO061	293	intertestu[ale].	intertestuale	linguistic	Intonation=Falling	Begin=637.807|End=638.906	_	_	_	10-13(126)	_
294-0	TO065	294	[intert]estuale,	intertestuale	linguistic	Intonation=weakly_rising	Begin=638.409|End=639.691	_	_	_	0-6(126)	BC
295-0	TO065	295	e	e	linguistic	_	Begin=641.604	_	_	_	_	_
295-1	TO065	295	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
295-2	TO065	295	ques	ques	linguistic	_	_	_	_	_	_	SR[55]
295-3	TO065	295	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	SR[55]
295-4	TO065	295	ti	ti	linguistic	_	_	_	_	_	_	SR[55]
295-5	TO065	295	spec~	spec~	linguistic	Interrupted=Yes|ProsodicLink=Yes	_	_	_	_	_	SR[55]
295-6	TO065	295	queste	queste	linguistic	_	_	_	_	_	_	SR[55]
295-7	TO065	295	specifiche	specifiche	linguistic	_	_	_	_	_	_	SR[55]
295-8	TO065	295	novelle,	novelle	linguistic	Intonation=weakly_rising	_	_	_	_	_	_
295-9	TO065	295	che	che	linguistic	_	_	_	_	_	_	_
295-10	TO065	295	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
295-11	TO065	295	porebbero	porebbero	linguistic	_	_	_	_	_	_	_
295-12	TO065	295	fare	fare	linguistic	_	_	_	_	_	_	_
295-13	TO065	295	c~	c~	linguistic	Interrupted=Yes	_	_	_	_	_	_
295-14	TO065	295	riferimento	riferimento	linguistic	_	_	_	_	_	_	_
295-15	TO065	295	secondo	secondo	linguistic	_	_	_	_	_	_	_
295-16	TO065	295	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
295-17	TO065	295	le	le	linguistic	_	_	_	_	_	_	_
295-18	TO065	295	classificazioni	classificazioni	linguistic	_	_	_	_	_	_	_
295-19	TO065	295	di	di	linguistic	_	_	_	_	_	_	_
295-20	TO065	295	di	di	linguistic	_	_	_	_	_	_	_
295-21	TO065	295	girolamo	girolamo	linguistic	_	_	_	_	_	_	_
295-22	TO065	295	e	e	linguistic	_	_	_	_	_	_	_
295-23	TO065	295	lee,	lee	linguistic	Intonation=weakly_rising	End=651.209	_	_	_	_	_
296-0	TO065	296	a,	a	linguistic	Intonation=weakly_rising	Begin=651.694|End=651.953	_	_	_	_	_
297-0	TO065	297	questi	questi	linguistic	_	Begin=653.075	_	_	_	_	_
297-1	TO065	297	fabliaux.	fabliaux	linguistic	Intonation=Falling	End=653.958	_	_	_	_	_
298-0	TO061	298	>questi	questi	linguistic	_	Begin=653.958	_	Fast=0-6	_	_	BC[29]
298-1	TO061	298	fabliaux<.	fabliaux	linguistic	Intonation=Falling	_	_	Fast=0-8	_	_	BC[29]
298-2	TO061	298	sì.	sì	linguistic	Intonation=Falling	End=654.813	_	_	_	_	BC[29]
299-0	TO065	299	dopo	dopo	linguistic	_	Begin=655.017	_	_	_	_	_
299-1	TO065	299	di	di	linguistic	_	_	_	_	_	_	_
299-2	TO065	299	che,	che	linguistic	Intonation=weakly_rising	End=655.772	_	_	_	_	_
300-0	TO065	300	cioè	cioè	linguistic	_	Begin=656.095	_	_	_	_	_
300-1	TO065	300	far~	far~	linguistic	Interrupted=Yes|ProsodicLink=Yes	_	_	_	_	_	_
300-2	TO065	300	cominciare	cominciare	linguistic	_	_	_	_	_	_	_
300-3	TO065	300	a	a	linguistic	_	_	_	_	_	_	_
300-4	TO065	300	fare	fare	linguistic	_	_	_	_	_	_	_
300-5	TO065	300	un	un	linguistic	_	_	_	_	_	_	_
300-6	TO065	300	piccolo	piccolo	linguistic	_	_	_	_	_	_	_
300-7	TO065	300	repertorio,	repertorio	linguistic	Intonation=weakly_rising	End=658.377	_	_	_	_	_
301-0	TO065	301	poi	poi	linguistic	_	Begin=658.408	_	_	_	_	_
301-1	TO065	301	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
301-2	TO065	301	dagli	dagli	linguistic	_	_	_	_	_	_	_
301-3	TO065	301	stu~	stu~	linguistic	Interrupted=Yes|ProsodicLink=Yes	_	_	_	_	_	_
301-4	TO065	301	dai	dai	linguistic	_	End=660.036	_	_	_	_	_
302-0	TO065	302	e::[hm	ehm	linguistic	_	Begin=660.493	0x2	_	_	1-3(127)	FP
302-1	TO065	302	dagli	dagli	linguistic	_	_	_	_	_	0-5(127)	_
302-2	TO065	302	s~]	s~	linguistic	Interrupted=Yes	End=661.313	_	_	_	0-2(127)	_
303-0	TO061	303	[anche	anche	linguistic	_	Begin=660.801	_	_	_	0-5(127)	_
303-1	TO061	303	vittore]	vittore	linguistic	_	_	_	_	_	0-7(127)	_
303-2	TO061	303	branca	branca	linguistic	_	_	_	_	_	_	_
303-3	TO061	303	tra	tra	linguistic	_	_	_	_	_	_	_
303-4	TO061	303	l'	l'	linguistic	SpaceAfter=No	_	_	_	_	_	_
303-5	TO061	303	altro	altro	linguistic	_	_	_	_	_	_	_
303-6	TO061	303	affronta	affronta	linguistic	_	_	_	_	_	_	_
303-7	TO061	303	>lo	lo	linguistic	_	_	_	Fast=0-2	_	_	_
303-8	TO061	303	stesso	stesso	linguistic	_	_	_	Fast=0-6	_	_	_
303-9	TO061	303	argomeno<	argomeno	linguistic	_	End=663.203	_	Fast=0-8	_	_	_
304-0	TO061	304	infatti	infatti	linguistic	_	Begin=663.203	_	_	_	_	_
304-1	TO061	304	quelle	quelle	linguistic	_	_	_	_	_	_	_
304-2	TO061	304	me	me	linguistic	_	_	_	_	_	_	_
304-3	TO061	304	le	le	linguistic	_	_	_	_	_	_	_
304-4	TO061	304	sono	sono	linguistic	_	_	_	_	_	_	_
304-5	TO061	304	tutte:	tutte	linguistic	_	_	4x1	_	_	_	_
304-6	TO061	304	fo[tocopiate],	fotocopiate	linguistic	Intonation=weakly_rising	_	_	_	_	2-11(128)	_
304-7	TO061	304	infatti	infatti	linguistic	_	_	_	_	_	_	_
304-8	TO061	304	ho	ho	linguistic	_	_	_	_	_	_	_
304-9	TO061	304	già	già	linguistic	_	_	_	_	_	_	_
304-10	TO061	304	[pensato	pensato	linguistic	_	_	_	_	_	0-7(129)	_
304-11	TO061	304	di:	di	linguistic	_	_	1x1	_	_	0-2(129)	_
304-12	TO061	304	attingere:]	attingere	linguistic	_	End=667.906	8x1	_	_	0-9(129)	_
305-0	TO065	305	[e	e	linguistic	_	Begin=664.673	_	_	_	0-1(128)	BC[30]
305-1	TO065	305	infatti,	infatti	linguistic	Intonation=weakly_rising	_	_	_	_	0-7(128)	BC[30]
305-2	TO065	305	eh]	eh	linguistic	_	End=665.418	_	_	_	0-2(128)	BC
306-0	TO065	306	[bisognerebbe	bisognerebbe	linguistic	_	Begin=665.917	_	_	_	0-12(129)	_
306-1	TO065	306	fare	fare	linguistic	_	_	_	_	_	0-4(129)	_
306-2	TO065	306	un	un	linguistic	_	_	_	_	_	0-2(129)	_
306-3	TO065	306	piccolo	piccolo	linguistic	_	_	_	_	_	0-7(129)	_
306-4	TO065	306	reper]torio,	repertorio	linguistic	Intonation=weakly_rising	_	_	_	_	0-5(129)	_
306-5	TO065	306	utilizzando	utilizzando	linguistic	_	_	_	_	_	_	_
306-6	TO065	306	sostanzialmente.	sostanzialmente	linguistic	Intonation=Falling	End=670.017	_	_	_	_	_
307-0	TO065	307	l'	l'	linguistic	SpaceAfter=No	Begin=671.284	_	_	_	_	_
307-1	TO065	307	edizione	edizione	linguistic	_	_	_	_	_	_	_
307-2	TO065	307	quondam	quondam	linguistic	_	_	_	_	_	_	_
307-3	TO065	307	e	e	linguistic	_	_	_	_	_	_	_
307-4	TO065	307	l'	l'	linguistic	SpaceAfter=No	_	_	_	_	_	_
307-5	TO065	307	edizione	edizione	linguistic	_	_	_	_	_	_	_
307-6	TO065	307	di	di	linguistic	_	_	_	_	_	_	_
307-7	TO065	307	vittore	vittore	linguistic	_	_	_	_	_	_	_
307-8	TO065	307	bran[c(hi)a	branchia	linguistic	_	_	_	_	5-7(0)	4-8(130)	_
307-9	TO065	307	del	del	linguistic	_	_	_	_	_	0-3(130)	_
307-10	TO065	307	de]camero:ne	decamerone	linguistic	_	_	7x1	_	_	0-2(130)	_
307-11	TO065	307	perché	perché	linguistic	_	_	_	_	_	_	_
307-12	TO065	307	da	da	linguistic	_	_	_	_	_	_	_
307-13	TO065	307	lì	lì	linguistic	_	_	_	_	_	_	_
307-14	TO065	307	bisogna	bisogna	linguistic	_	_	_	_	_	_	_
307-15	TO065	307	partire,	partire	linguistic	Intonation=weakly_rising	End=676.202	_	_	_	_	_
308-0	TO061	308	[branca].	branca	linguistic	Intonation=Falling	Begin=673.505|End=674.017	_	_	_	0-6(130)	BC
309-0	TO065	309	[lo	lo	linguistic	_	Begin=676.202	_	_	_	0-2(131)	_
309-1	TO065	309	studio	studio	linguistic	_	_	_	_	_	0-6(131)	_
309-2	TO065	309	di	di	linguistic	_	_	_	_	_	0-2(131)	_
309-3	TO065	309	digi]rolamo	digirolamo	linguistic	_	_	_	_	_	0-4(131)	_
309-4	TO065	309	e	e	linguistic	_	_	_	_	_	_	_
309-5	TO065	309	lee,	lee	linguistic	Intonation=weakly_rising	End=678.144	_	_	_	_	_
310-0	TO061	310	[(d)el	del	linguistic	_	Begin=676.203	_	_	0-1(0)	0-3(131)	_
310-1	TO061	310	commento].	commento	linguistic	Intonation=Falling	End=677.255	_	_	_	0-8(131)	_
311-0	TO065	311	e:hm	ehm	linguistic	_	Begin=678.918	0x1	_	_	_	FP
311-1	TO065	311	gli	gli	linguistic	_	_	_	_	_	_	_
311-2	TO065	311	studi	studi	linguistic	_	_	_	_	_	_	_
311-3	TO065	311	di	di	linguistic	_	_	_	_	_	_	_
311-4	TO065	311	di	di	linguistic	_	_	_	_	_	_	_
311-5	TO065	311	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
311-6	TO065	311	di:	di	linguistic	_	_	1x1	_	_	_	_
311-7	TO065	311	neri,	neri	linguistic	Intonation=weakly_rising	End=681.784	_	_	_	_	_
312-0	TO065	312	comprendendo	comprendendo	linguistic	_	Begin=682.167	_	_	_	_	_
312-1	TO065	312	per	per	linguistic	_	_	_	_	_	_	_
312-2	TO065	312	studi	studi	linguistic	_	_	_	_	_	_	_
312-3	TO065	312	sia	sia	linguistic	_	_	_	_	_	_	_
312-4	TO065	312	le	le	linguistic	_	_	_	_	_	_	_
312-5	TO065	312	cose	cose	linguistic	_	_	_	_	_	_	_
312-6	TO065	312	pubblicate,	pubblicate	linguistic	Intonation=weakly_rising	_	_	_	_	_	_
312-7	TO065	312	sia	sia	linguistic	_	_	_	_	_	_	_
312-8	TO065	312	le	le	linguistic	_	_	_	_	_	_	_
312-9	TO065	312	cose	cose	linguistic	_	_	_	_	_	_	_
312-10	TO065	312	che	che	linguistic	_	_	_	_	_	_	_
312-11	TO065	312	lui	lui	linguistic	_	_	_	_	_	_	_
312-12	TO065	312	ha	ha	linguistic	_	_	_	_	_	_	_
312-13	TO065	312	proposto	proposto	linguistic	_	_	_	_	_	_	_
312-14	TO065	312	ai	ai	linguistic	_	_	_	_	_	_	_
312-15	TO065	312	suoi	suoi	linguistic	_	_	_	_	_	_	_
312-16	TO065	312	stud[enti].	studenti	linguistic	Intonation=Falling	End=686.507	_	_	_	4-8(132)	_
313-0	TO061	313	[gli	gli	linguistic	_	Begin=686.156	_	_	_	0-3(132)	BC[31]
313-1	TO061	313	stud]en~	studen~	linguistic	Interrupted=Yes	_	_	_	_	0-4(132)	BC[31]
313-2	TO061	313	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
313-3	TO061	313	sì	sì	linguistic	_	_	_	_	_	_	BC[32]
313-4	TO061	313	[sì	sì	linguistic	_	_	_	_	_	0-2(133)	BC[32]
313-5	TO061	313	gli	gli	linguistic	_	_	_	_	_	0-3(133)	BC[32]
313-6	TO061	313	studenti].	studenti	linguistic	Intonation=Falling	End=688.007	_	_	_	0-8(133)	BC[32]
314-0	TO065	314	[che	che	linguistic	_	Begin=687.213	_	_	_	0-3(133)	_
314-1	TO065	314	sono	sono	linguistic	_	_	_	_	_	0-4(133)	_
314-2	TO065	314	comunque	comunque	linguistic	_	_	_	_	_	0-8(133)	_
314-3	TO065	314	p]ubbliche.	pubbliche	linguistic	Intonation=Falling	End=688.593	_	_	_	0-1(133)	_
315-0	TO065	315	ci(o)è	cioè	linguistic	_	Begin=688.595	_	_	2-3(0)	_	_
315-1	TO065	315	[(xxx)].	xxx	linguistic	Intonation=Falling	End=689.458	_	_	0-3(1)	0-3(134)	_
316-0	TO061	316	[mhmh].	mhmh	linguistic	Intonation=Falling	Begin=688.911|End=689.323	_	_	_	0-4(134)	BC
317-0	TO061	317	cer[(to)].	certo	linguistic	Intonation=Falling	Begin=690.11|End=690.355	_	_	3-5(0)	3-5(135)	BC
318-0	TO065	318	[p]er	per	linguistic	_	Begin=690.301	_	_	_	0-1(135)	_
318-1	TO065	318	fare	fare	linguistic	_	_	_	_	_	_	_
318-2	TO065	318	un	un	linguistic	_	_	_	_	_	_	_
318-3	TO065	318	piccolo	piccolo	linguistic	_	_	_	_	_	_	_
318-4	TO065	318	reperto:rio.	repertorio	linguistic	Intonation=Falling	_	6x1	_	_	_	_
318-5	TO065	318	no?	no	linguistic	Intonation=Rising	End=692.512	_	_	_	_	_
319-0	TO065	319	cioè	cioè	linguistic	_	Begin=692.516	_	_	_	_	_
319-1	TO065	319	le	le	linguistic	_	_	_	_	_	_	_
319-2	TO065	319	novelle	novelle	linguistic	_	_	_	_	_	_	_
319-3	TO065	319	potenzialmente	potenzialmente	linguistic	_	_	_	_	_	_	_
319-4	TO065	319	coinvolte	coinvolte	linguistic	_	_	_	_	_	_	_
319-5	TO065	319	sono	sono	linguistic	_	_	_	_	_	_	_
319-6	TO065	319	queste?	queste	linguistic	Intonation=Rising	End=695.708	_	_	_	_	_
320-0	TO065	320	i	i	linguistic	_	Begin=695.713	_	_	_	_	_
320-1	TO065	320	fabliaux	fabliaux	linguistic	_	_	_	_	_	_	_
320-2	TO065	320	potenzialmente	potenzialmente	linguistic	_	_	_	_	_	_	_
320-3	TO065	320	coinvolti	coinvolti	linguistic	_	_	_	_	_	_	_
320-4	TO065	320	sono	sono	linguistic	_	_	_	_	_	_	_
320-5	TO065	320	questi.	questi	linguistic	Intonation=Falling	End=698.451	_	_	_	_	_
321-0	TO065	321	ovviamente,	ovviamente	linguistic	Intonation=weakly_rising	Begin=698.547|End=699.728	_	_	_	_	_
322-0	TO065	322	tutto	tutto	linguistic	_	Begin=700.014	_	_	_	_	_
322-1	TO065	322	questo	questo	linguistic	_	_	_	_	_	_	_
322-2	TO065	322	nell'	nell'	linguistic	SpaceAfter=No	_	_	_	_	_	_
322-3	TO065	322	attesa	attesa	linguistic	_	_	_	_	_	_	_
322-4	TO065	322	di	di	linguistic	_	_	_	_	_	_	_
322-5	TO065	322	poter	poter	linguistic	_	_	_	_	_	_	_
322-6	TO065	322	consultare	consultare	linguistic	_	_	_	_	_	_	_
322-7	TO065	322	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
322-8	TO065	322	questo	questo	linguistic	_	_	_	_	_	_	_
322-9	TO065	322	volum[e],	volume	linguistic	Intonation=weakly_rising	End=704.276	_	_	_	5-6(136)	_
323-0	TO061	323	[sì].	sì	linguistic	Intonation=Falling	Begin=704.01|End=704.278	_	_	_	0-2(136)	BC
324-0	TO061	324	[di	di	linguistic	_	Begin=704.763	_	_	_	0-2(137)	_
324-1	TO061	324	collingwood	collingwood	linguistic	_	_	_	_	_	0-11(137)	_
324-2	TO061	324	lee]	lee	linguistic	_	End=705.733	_	_	_	0-3(137)	_
325-0	TO065	325	[(xxx)	x	unknown	_	Begin=704.809	_	_	0-3(0)	0-3(137)	_
325-1	TO065	325	non	non	linguistic	_	_	_	_	_	0-3(137)	_
325-2	TO065	325	ricordo	ricordo	linguistic	_	_	_	_	_	0-7(137)	_
325-3	TO065	325	mai]	mai	linguistic	_	_	_	_	_	0-3(137)	_
325-4	TO065	325	come	come	linguistic	_	_	_	_	_	_	_
325-5	TO065	325	accidenti	accidenti	linguistic	_	_	_	_	_	_	_
325-6	TO065	325	si	si	linguistic	_	_	_	_	_	_	_
325-7	TO065	325	chiami,	chiami	linguistic	Intonation=weakly_rising	_	_	_	_	_	_
325-8	TO065	325	[cotton]wood?	cottonwood	linguistic	Intonation=Rising	_	_	_	_	0-6(138)	_
325-9	TO065	325	c[ollingwood	collingwood	linguistic	_	_	_	_	_	1-11(139)	_
325-10	TO065	325	lee]?	lee	linguistic	Intonation=Rising	End=709.105	_	_	_	0-3(139)	_
326-0	TO061	326	[mhmh].	mhmh	linguistic	Intonation=Falling	Begin=707.159|End=707.611	_	_	_	0-4(138)	BC
327-0	TO061	327	[collingwood:	collingwood	linguistic	_	Begin=708.105	10x1	_	_	0-11(139)	BC[33]
327-1	TO061	327	s]ì.	sì	linguistic	Intonation=Falling	End=709.306	_	_	_	0-1(139)	BC[33]
328-0	TO065	328	perché	perché	linguistic	_	Begin=709.989	_	_	_	_	_
328-1	TO065	328	magari	magari	linguistic	_	_	_	_	_	_	_
328-2	TO065	328	lì	lì	linguistic	_	_	_	_	_	_	_
328-3	TO065	328	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
328-4	TO065	328	scopriamo	scopriamo	linguistic	_	_	_	_	_	_	_
328-5	TO065	328	delle	delle	linguistic	_	_	_	_	_	_	_
328-6	TO065	328	cose	cose	linguistic	_	_	_	_	_	_	_
328-7	TO065	328	ch[e	che	linguistic	_	_	_	_	_	2-3(140)	_
328-8	TO065	328	no]n	non	linguistic	_	_	_	_	_	0-2(140)	_
328-9	TO065	328	sapeva:mo.	sapevamo	linguistic	Intonation=Falling	End=713.17	5x1	_	_	_	_
329-0	TO061	329	[mh].	mh	linguistic	Intonation=Falling	Begin=712.134|End=712.361	_	_	_	0-2(140)	BC
330-0	TO061	330	ce[rto].	certo	linguistic	Intonation=Falling	Begin=713.713|End=714.209	_	_	_	2-5(141)	BC
331-0	TO065	331	[però	però	linguistic	_	Begin=713.899	_	_	_	0-4(141)	_
331-1	TO065	331	i]o	io	linguistic	_	_	_	_	_	0-1(141)	_
331-2	TO065	331	partirei	partirei	linguistic	_	_	_	_	_	_	_
