token_id	speaker	tu_id	span	form	type	jefferson_feats	align	prolongations	pace	guesses	overlaps	event
86-5	TO061	86	e:hm	ehm	linguistic	_	_	0x1	_	_	_	FP
86-6	TO061	86	specifica	specifica	linguistic	_	_	_	_	_	_	_
86-7	TO061	86	quelle	quelle	linguistic	_	_	_	_	_	_	_
86-8	TO061	86	che	che	linguistic	_	_	_	_	_	_	_
86-9	TO061	86	sono	sono	linguistic	_	_	_	_	_	_	_
86-10	TO061	86	le	le	linguistic	_	_	_	_	_	_	_
86-11	TO061	86	novelle	novelle	linguistic	_	_	_	_	_	_	_
86-12	TO061	86	che	che	linguistic	_	_	_	_	_	_	_
86-13	TO061	86	hanno	hanno	linguistic	_	_	_	_	_	_	_
86-14	TO061	86	dei	dei	linguistic	_	_	_	_	_	_	_
86-15	TO061	86	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
86-16	TO061	86	modelli	modelli	linguistic	_	_	_	_	_	_	_
86-17	TO061	86	diciamo	diciamo	linguistic	_	_	_	_	_	_	_
86-18	TO061	86	specifici,	specifici	linguistic	Intonation=weakly_rising	_	_	_	_	_	_
86-19	TO061	86	che	che	linguistic	_	_	_	_	_	_	_
86-20	TO061	86	hanno	hanno	linguistic	_	_	_	_	_	_	_
86-21	TO061	86	dei	dei	linguistic	_	_	_	_	_	_	_
86-22	TO061	86	dei	dei	linguistic	_	_	_	_	_	_	_
86-23	TO061	86	fabliaux	fabliaux	linguistic	_	_	_	_	_	_	_
86-24	TO061	86	specifici,	specifici	linguistic	Intonation=weakly_rising	End=180.692	_	_	_	_	_
87-0	TO061	87	quelli	quelli	linguistic	_	Begin=181.0	_	_	_	_	_
87-1	TO061	87	che	che	linguistic	_	_	_	_	_	_	_
87-2	TO061	87	invece,	invece	linguistic	Intonation=weakly_rising	End=181.887	_	_	_	_	_
88-0	TO061	88	>diciamo	diciamo	linguistic	_	Begin=182.275	_	Fast=0-7	_	_	_
88-1	TO061	88	parla	parla	linguistic	_	_	_	Fast=0-5	_	_	_
88-2	TO061	88	dello<	dello	linguistic	ProsodicLink=Yes	_	_	Fast=0-5	_	_	_
88-3	TO061	88	affronta	affronta	linguistic	_	_	_	_	_	_	_
88-4	TO061	88	un	un	linguistic	_	_	_	_	_	_	_
88-5	TO061	88	po'	po'	linguistic	_	_	_	_	_	_	_
88-6	TO061	88	lo	lo	linguistic	_	_	_	_	_	_	_
88-7	TO061	88	stesso	stesso	linguistic	_	_	_	_	_	_	_
88-8	TO061	88	tema:	tema	linguistic	_	_	3x1	_	_	_	_
88-9	TO061	88	di	di	linguistic	_	_	_	_	_	_	_
88-10	TO061	88	lee	lee	linguistic	_	_	_	_	_	_	_
88-11	TO061	88	e	e	linguistic	_	_	_	_	_	_	_
88-12	TO061	88	di	di	linguistic	_	_	_	_	_	_	_
88-13	TO061	88	girolamo	girolamo	linguistic	_	_	_	_	_	_	_
88-14	TO061	88	in	in	linguistic	_	_	_	_	_	_	_
88-15	TO061	88	questo	questo	linguistic	_	_	_	_	_	_	_
88-16	TO061	88	s[enso].	senso	linguistic	Intonation=Falling	End=186.642	_	_	_	1-5(39)	_
89-0	TO065	89	[mhmh].	mhmh	linguistic	Intonation=Falling	Begin=186.004|End=186.647	_	_	_	0-4(39)	BC
90-0	TO061	90	e	e	linguistic	_	Begin=187.101	_	_	_	_	_
90-1	TO061	90	poi:?	poi	linguistic	Intonation=Rising	_	2x1	_	_	_	_
90-2	TO061	90	e:hm	ehm	linguistic	ProsodicLink=Yes	_	0x1	_	_	_	FP
90-3	TO061	90	e	e	linguistic	_	_	_	_	_	_	_
90-4	TO061	90	in	in	linguistic	_	_	_	_	_	_	_
90-5	TO061	90	realtà	realtà	linguistic	_	_	_	_	_	_	_
90-6	TO061	90	solo	solo	linguistic	_	_	_	_	_	_	_
90-7	TO061	90	questo::	questo	linguistic	_	End=190.172	5x2	_	_	_	_
91-0	TO061	91	>neri.	neri	linguistic	Intonation=Falling	Begin=190.867	_	Fast=0-4	_	_	_
91-1	TO061	91	perché<	perché	linguistic	_	_	_	Fast=0-6	_	_	_
91-2	TO061	91	c'	c'	linguistic	SpaceAfter=No	_	_	_	_	_	_
91-3	TO061	91	è	è	linguistic	_	_	_	_	_	_	_
91-4	TO061	91	un	un	linguistic	_	_	_	_	_	_	_
91-5	TO061	91	picco~	picco~	linguistic	Interrupted=Yes|ProsodicLink=Yes	_	_	_	_	_	_
91-6	TO061	91	una	una	linguistic	_	_	_	_	_	_	_
91-7	TO061	91	piccola	piccola	linguistic	_	_	_	_	_	_	_
91-8	TO061	91	parte	parte	linguistic	_	_	_	_	_	_	_
91-9	TO061	91	proprio	proprio	linguistic	_	_	_	_	_	_	_
91-10	TO061	91	minuscola	minuscola	linguistic	_	_	_	_	_	_	_
91-11	TO061	91	all'	all'	linguistic	SpaceAfter=No	_	_	_	_	_	_
91-12	TO061	91	interno	interno	linguistic	_	_	_	_	_	_	_
91-13	TO061	91	del	del	linguistic	_	_	_	_	_	_	_
91-14	TO061	91	saggio.	saggio	linguistic	Intonation=Falling	End=194.887	_	_	_	_	_
92-0	TO061	92	[è	è	linguistic	_	Begin=195.719	_	_	_	0-1(40)	_
92-1	TO061	92	più	più	linguistic	_	_	_	_	_	0-3(40)	_
92-2	TO061	92	il	il	linguistic	_	_	_	_	_	0-2(40)	_
92-3	TO061	92	saggio]	saggio	linguistic	_	_	_	_	_	0-6(40)	_
92-4	TO061	92	di	di	linguistic	_	_	_	_	_	_	_
92-5	TO061	92	lee	lee	linguistic	_	_	_	_	_	_	_
92-6	TO061	92	di	di	linguistic	_	_	_	_	_	_	_
92-7	TO061	92	girolamo	girolamo	linguistic	_	_	_	_	_	_	_
92-8	TO061	92	che	che	linguistic	_	_	_	_	_	_	_
92-9	TO061	92	affron[ta	affronta	linguistic	_	_	_	_	_	6-8(41)	_
92-10	TO061	92	in]	in	linguistic	_	_	_	_	_	0-2(41)	_
92-11	TO061	92	nei	nei	linguistic	_	_	_	_	_	_	_
92-12	TO061	92	particolari	particolari	linguistic	ProsodicLink=Yes	_	_	_	_	_	_
92-13	TO061	92	proprio	proprio	linguistic	_	_	_	_	_	_	_
92-14	TO061	92	(con)	con	linguistic	_	_	_	_	0-3(0)	_	_
92-15	TO061	92	ho	ho	linguistic	_	_	_	_	_	_	_
92-16	TO061	92	voluto	voluto	linguistic	_	_	_	_	_	_	_
92-17	TO061	92	controllare.	controllare	linguistic	Intonation=Falling	End=200.447	_	_	_	_	_
93-0	TO065	93	[cioè]?	cioè	linguistic	Intonation=Rising	Begin=195.808|End=196.417	_	_	_	0-4(40)	OR
94-0	TO065	94	[(e)h].	eh	linguistic	Intonation=Falling	Begin=197.639|End=198.014	_	_	0-1(0)	0-2(41)	BC
95-0	TO065	95	ma	ma	linguistic	_	Begin=200.977	_	_	_	_	_
95-1	TO065	95	è	è	linguistic	_	_	_	_	_	_	_
95-2	TO065	95	sicura	sicura	linguistic	_	_	_	_	_	_	_
95-3	TO065	95	di	di	linguistic	_	_	_	_	_	_	_
95-4	TO065	95	avermi	avermi	linguistic	_	_	_	_	_	_	_
95-5	TO065	95	stampato	stampato	linguistic	_	_	_	_	_	_	_
95-6	TO065	95	quello	quello	linguistic	_	_	_	_	_	_	_
95-7	TO065	95	che	che	linguistic	_	_	_	_	_	_	_
95-8	TO065	95	mi	mi	linguistic	_	_	_	_	_	_	_
95-9	TO065	95	ha	ha	linguistic	_	_	_	_	_	_	_
95-10	TO065	95	mandato?	mandato	linguistic	Intonation=Rising	_	_	_	_	_	_
95-11	TO065	95	perché	perché	linguistic	_	_	_	_	_	_	_
95-12	TO065	95	[qui]?	qui	linguistic	Intonation=Rising	End=204.117	_	_	_	0-3(42)	_
96-0	TO061	96	[s:]ì?	sì	linguistic	Intonation=Rising	Begin=203.763|End=204.432	0x1	_	_	0-1(42)	BC
97-0	TO065	97	secondo	secondo	linguistic	_	Begin=205.11	_	_	_	_	_
97-1	TO065	97	me	me	linguistic	_	_	_	_	_	_	_
97-2	TO065	97	è	è	linguistic	_	_	_	_	_	_	_
97-3	TO065	97	una	una	linguistic	_	_	_	_	_	_	_
97-4	TO065	97	versione	versione	linguistic	_	_	_	_	_	_	_
97-5	TO065	97	precedente	precedente	linguistic	_	_	_	_	_	_	_
97-6	TO065	97	perché	perché	linguistic	_	_	_	_	_	_	_
97-7	TO065	97	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
97-8	TO065	97	qui	qui	linguistic	_	_	_	_	_	_	_
97-9	TO065	97	tutta	tutta	linguistic	_	_	_	_	_	_	_
97-10	TO065	97	la	la	linguistic	_	_	_	_	_	_	_
97-11	TO065	97	parte	parte	linguistic	_	_	_	_	_	_	_
97-12	TO065	97	su:	su	linguistic	_	End=209.168	1x1	_	_	_	_
98-0	TO065	98	lee	lee	linguistic	_	Begin=209.911	_	_	_	_	_
98-1	TO065	98	di	di	linguistic	_	_	_	_	_	_	_
98-2	TO065	98	girolamo	girolamo	linguistic	_	_	_	_	_	_	_
98-3	TO065	98	non	non	linguistic	_	_	_	_	_	_	_
98-4	TO065	98	la	la	linguistic	_	_	_	_	_	_	_
98-5	TO065	98	vedo.	vedo	linguistic	Intonation=Falling	_	_	_	_	_	_
98-6	TO065	98	adesso	adesso	linguistic	_	_	_	_	_	_	_
98-7	TO065	98	(devo)	devo	linguistic	_	_	_	_	0-4(0)	_	_
98-8	TO065	98	[recuperare]	recuperare	linguistic	_	End=212.215	_	_	_	0-10(43)	_
99-0	TO061	99	[no	no	linguistic	_	Begin=211.661	_	_	_	0-2(43)	_
99-1	TO061	99	sarà	sarà	linguistic	_	_	_	_	_	0-4(43)	_
99-2	TO061	99	di]etro	dietro	linguistic	_	_	_	_	_	0-2(43)	_
99-3	TO061	99	forse?	forse	linguistic	Intonation=Rising	_	_	_	_	_	_
99-4	TO061	99	no?	no	linguistic	Intonation=Rising	End=213.205	_	_	_	_	_
100-0	TO065	100	a::h	ah	linguistic	_	Begin=213.208	0x2	_	_	_	BC
100-1	TO065	100	[c'	c'	linguistic	SpaceAfter=No	_	_	_	_	0-2(44)	_
100-2	TO065	100	è	è	linguistic	_	_	_	_	_	0-1(44)	_
100-3	TO065	100	un	un	linguistic	_	_	_	_	_	0-2(44)	_
100-4	TO065	100	fronte	fronte	linguistic	_	_	_	_	_	0-6(44)	_
100-5	TO065	100	retro	retro	linguistic	_	_	_	_	_	0-5(44)	_
100-6	TO065	100	scusi	scusi	linguistic	_	_	_	_	_	0-5(44)	_
100-7	TO065	100	scusi	scusi	linguistic	_	_	_	_	_	0-5(44)	_
100-8	TO065	100	sc]usi	scusi	linguistic	_	_	_	_	_	0-2(44)	_
100-9	TO065	100	scusi	scusi	linguistic	_	_	_	_	_	_	_
100-10	TO065	100	[scusi].	scusi	linguistic	Intonation=Falling	End=217.242	_	_	_	0-5(45)	_
101-0	TO061	101	[>no	no	linguistic	_	Begin=213.698	_	Fast=0-2	_	0-2(44)	_
101-1	TO061	101	no<	no	linguistic	_	_	_	Fast=0-2	_	0-2(44)	_
101-2	TO061	101	è	è	linguistic	_	_	_	_	_	0-1(44)	_
101-3	TO061	101	fronte	fronte	linguistic	_	_	_	_	_	0-6(44)	_
101-4	TO061	101	retro	retro	linguistic	_	_	_	_	_	0-5(44)	_
101-5	TO061	101	preofessore.	preofessore	linguistic	Intonation=Falling	_	_	_	_	0-11(44)	_
101-6	TO061	101	>no	no	linguistic	_	_	_	Fast=0-2	_	0-2(44)	_
101-7	TO061	101	no<,	no	linguistic	Intonation=weakly_rising	_	_	Fast=0-2	_	0-2(44)	_
101-8	TO061	101	nulla].	nulla	linguistic	Intonation=Falling	End=216.205	_	_	_	0-5(44)	_
102-0	TO061	102	[no	no	linguistic	_	Begin=216.757	_	_	_	0-2(45)	_
102-1	TO061	102	mi	mi	linguistic	_	_	_	_	_	0-2(45)	_
102-2	TO061	102	sta]va	stava	linguistic	_	_	_	_	_	0-3(45)	_
102-3	TO061	102	venendo	venendo	linguistic	_	_	_	_	_	_	_
